dataset,seed,method,stage,trial_id,class_id,x,y
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00013,0,11.308969497680664,7.133087635040283
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00195,1,-4.893952369689941,2.4124507904052734
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00189,1,11.1596097946167,7.3540120124816895
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00133,0,15.160493850708008,1.0318825244903564
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00032,0,7.693595886230469,9.150814056396484
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00138,1,9.593839645385742,7.735360622406006
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00252,1,10.133378982543945,1.7001471519470215
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00038,0,15.521750450134277,3.2188873291015625
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00042,0,14.753376007080078,4.276739597320557
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00225,1,8.249846458435059,7.640498161315918
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00130,0,-4.72047758102417,2.177546262741089
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00233,1,14.38172435760498,4.8544230461120605
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00259,1,-4.592385292053223,1.7271170616149902
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00058,0,12.936654090881348,-1.2377558946609497
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00113,0,14.98587703704834,4.886077404022217
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00203,1,10.152031898498535,2.3151378631591797
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00205,1,7.291415214538574,9.406655311584473
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00257,1,3.6517581939697266,4.974534511566162
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00202,1,14.433268547058105,7.079428195953369
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00053,0,3.6577463150024414,1.6705490350723267
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00081,0,3.886784315109253,5.068533897399902
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00049,0,8.707919120788574,8.615089416503906
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00078,0,11.407130241394043,-0.21783097088336945
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00172,1,-5.226861476898193,2.375729560852051
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00131,0,4.919484615325928,6.093534469604492
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00021,0,-3.8518285751342773,0.4370882213115692
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00204,1,-4.635261058807373,1.9186543226242065
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00246,1,11.202676773071289,2.6805412769317627
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00036,0,9.101423263549805,6.857346057891846
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00238,1,14.413107872009277,7.15567684173584
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00213,1,8.59524154663086,-0.9626096487045288
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00249,1,17.035476684570312,4.517009735107422
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00057,0,10.383152961730957,4.05183744430542
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00011,0,9.853057861328125,8.846762657165527
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00159,1,-3.2928225994110107,2.572476387023926
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00093,0,15.62558650970459,1.2355022430419922
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00086,0,6.793751239776611,8.165070533752441
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00124,0,12.531820297241211,-0.663230299949646
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00253,1,15.316187858581543,2.5856001377105713
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00024,0,10.913898468017578,8.747966766357422
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00169,1,4.635129451751709,4.757509231567383
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00218,1,7.107174873352051,8.89157772064209
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00161,1,8.981084823608398,8.362614631652832
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00239,1,6.390030384063721,1.8000909090042114
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00230,1,7.544665813446045,8.974315643310547
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00031,0,16.445343017578125,1.9068971872329712
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00144,1,11.150339126586914,2.746389150619507
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00112,0,4.302552223205566,1.87697172164917
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00044,0,10.938371658325195,8.758301734924316
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00250,1,-1.5189298391342163,0.8870450258255005
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00117,0,6.342836856842041,8.774203300476074
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00240,1,6.340158939361572,2.37054705619812
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00088,0,-1.7727094888687134,3.07788348197937
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00222,1,4.692920207977295,6.197412014007568
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00198,1,-2.0959229469299316,1.353143572807312
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00073,0,5.251438617706299,1.739197015762329
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00070,0,8.600173950195312,-1.2083733081817627
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00181,1,-2.3089160919189453,3.131721019744873
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00010,0,8.677688598632812,9.251622200012207
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00255,1,15.133161544799805,2.3361852169036865
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00224,1,10.324149131774902,2.9340221881866455
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00074,0,12.534924507141113,-0.7173738479614258
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00083,0,5.230588912963867,2.3677453994750977
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00107,0,-1.3577079772949219,2.8486006259918213
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00194,1,-4.31014347076416,0.7985321879386902
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00168,1,10.640671730041504,4.3938188552856445
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00263,1,10.853650093078613,6.965896129608154
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00109,0,13.584470748901367,6.385874271392822
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00092,0,10.800681114196777,8.328404426574707
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00072,0,4.164148807525635,3.5510406494140625
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00241,1,9.406407356262207,9.285835266113281
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00094,0,3.4971704483032227,-0.5534180998802185
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00142,1,2.6416826248168945,1.8605717420578003
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00018,0,4.499699592590332,1.0628365278244019
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00061,0,-1.4847561120986938,2.4524002075195312
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00154,1,11.95202922821045,-0.05489709600806236
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00231,1,17.0003719329834,2.9091439247131348
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00221,1,10.160063743591309,7.870524883270264
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00037,0,-2.0336923599243164,3.302565097808838
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00009,0,-2.895484685897827,1.3175976276397705
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00147,1,14.844531059265137,4.408295631408691
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00248,1,4.032440662384033,4.878073215484619
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00236,1,2.4421091079711914,2.086229085922241
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00184,1,10.514069557189941,4.165931701660156
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00048,0,10.55723762512207,1.987756609916687
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00174,1,7.700618267059326,7.243014812469482
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00039,0,-3.3598010540008545,2.2442104816436768
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00075,0,5.012007713317871,2.3238134384155273
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00111,0,3.839829921722412,0.8647869825363159
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00101,0,6.150317192077637,2.005692481994629
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00119,0,-2.3207175731658936,2.156550168991089
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00030,0,14.489562034606934,6.6798882484436035
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00151,1,15.679044723510742,2.295733690261841
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00015,0,9.128646850585938,6.892828464508057
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00136,1,10.240352630615234,1.5376051664352417
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00005,0,3.5460405349731445,-0.46119651198387146
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00019,0,4.815597057342529,1.7719264030456543
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00065,0,-4.528360843658447,2.093825101852417
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00007,0,14.167587280273438,5.311295986175537
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00099,0,14.334065437316895,6.11333703994751
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00229,1,10.654698371887207,2.178325653076172
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00046,0,11.677895545959473,0.16201390326023102
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00008,0,7.571508884429932,8.649995803833008
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00089,0,11.255988121032715,0.08587657660245895
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00035,0,15.766376495361328,1.0745742321014404
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00260,1,7.3805999755859375,0.8906586170196533
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00245,1,-4.118535041809082,0.45852336287498474
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00163,1,16.992074966430664,4.560834884643555
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00170,1,9.416412353515625,9.248732566833496
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00041,0,4.276190280914307,6.143758773803711
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00034,0,7.38018798828125,8.417308807373047
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00118,0,6.993646621704102,1.246474027633667
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00254,1,10.363385200500488,3.0775671005249023
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00157,1,16.945165634155273,2.8924076557159424
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00185,1,8.202859878540039,1.1623098850250244
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00155,1,14.373188018798828,6.799160957336426
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00095,0,15.092865943908691,1.7204424142837524
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00125,0,3.877340316772461,1.2134978771209717
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00211,1,14.610773086547852,3.3679754734039307
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00262,1,5.903728008270264,1.906272530555725
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00165,1,16.114532470703125,2.1896133422851562
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00208,1,15.41529655456543,2.0807945728302
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00047,0,17.082040786743164,4.462364196777344
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00186,1,-1.039555549621582,2.9848198890686035
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00216,1,12.29171085357666,6.851078033447266
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00108,0,7.479384899139404,10.023699760437012
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00164,1,-3.9832866191864014,0.4680778384208679
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00050,0,11.570939064025879,-0.08602990210056305
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00187,1,-2.4938695430755615,2.2812469005584717
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00127,0,3.542888641357422,1.8328264951705933
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00197,1,3.650635004043579,-0.4673015773296356
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00217,1,6.601631164550781,8.591571807861328
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00199,1,8.553563117980957,-0.9502590894699097
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00171,1,14.869552612304688,3.796234369277954
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00025,0,12.880050659179688,-1.133046269416809
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00219,1,7.570538520812988,9.709420204162598
selfregulationscp1,1,umap,t2b_saliency,selfregulationscp1_train_n00063,0,3.9689524173736572,3.7937378883361816
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00143,1,8.963927268981934,7.418008804321289
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00080,0,5.053799152374268,5.636316299438477
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00067,0,10.101699829101562,2.4708099365234375
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00110,0,-2.0164473056793213,2.623239517211914
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00028,0,-4.306018829345703,1.0931588411331177
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00152,1,8.330774307250977,-0.6335477828979492
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00261,1,-1.7372865676879883,2.1089742183685303
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00090,0,12.426979064941406,-0.6500282287597656
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00183,1,-2.847674608230591,2.1309096813201904
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00212,1,-1.5977598428726196,0.9635905623435974
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00156,1,7.747166633605957,1.0912878513336182
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00150,1,15.038421630859375,3.207998275756836
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00114,0,4.020577430725098,0.9745556116104126
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00175,1,4.841226100921631,5.170790195465088
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00033,0,6.397543907165527,3.2158541679382324
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00022,0,13.86543083190918,6.104266166687012
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00188,1,3.391836643218994,1.262969970703125
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00256,1,3.7182869911193848,5.407520294189453
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00020,0,10.36004638671875,7.700691223144531
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00235,1,11.5047025680542,-0.06272289901971817
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00059,0,2.48661470413208,1.9719080924987793
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00237,1,-2.1561994552612305,1.1933406591415405
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00173,1,13.343482971191406,-2.263514995574951
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00177,1,-3.20388126373291,2.263969659805298
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00207,1,9.456528663635254,7.643978118896484
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00004,0,-5.234993934631348,2.4858176708221436
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00026,0,14.359241485595703,3.462313413619995
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00043,0,6.439974308013916,8.902756690979004
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00149,1,6.723489761352539,1.4899258613586426
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00045,0,3.8566014766693115,4.5610456466674805
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00227,1,6.475911617279053,8.207657814025879
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00014,0,8.553325653076172,-1.2716063261032104
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00085,0,-2.1574249267578125,2.7829244136810303
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00182,1,16.80638313293457,2.6232826709747314
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00060,0,6.912196159362793,1.2093602418899536
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00234,1,10.251503944396973,3.3215579986572266
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00200,1,13.37138557434082,-2.2042243480682373
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00054,0,3.03179931640625,0.6906024217605591
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00251,1,2.9325320720672607,4.267059326171875
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00103,0,4.014942646026611,-0.34366199374198914
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00077,0,-2.7424545288085938,1.2022923231124878
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00267,1,3.4475531578063965,4.406471252441406
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00176,1,14.101240158081055,5.9326300621032715
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00051,0,6.356945991516113,3.4173336029052734
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00128,0,10.7572021484375,8.485597610473633
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00122,0,9.328787803649902,7.55666971206665
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00265,1,7.467915058135986,10.009001731872559
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00193,1,16.589330673217773,2.144319772720337
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00160,1,4.272445201873779,4.596297740936279
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00084,0,15.151314735412598,2.064940929412842
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00134,0,10.363129615783691,1.8059715032577515
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00220,1,14.244036674499512,6.50321102142334
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00132,0,4.782060623168945,3.028423309326172
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00096,0,14.990496635437012,0.8686287999153137
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00244,1,8.642486572265625,8.77058219909668
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00071,0,13.31707763671875,-2.0253124237060547
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00068,0,11.25478744506836,-0.2729448676109314
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00087,0,4.736401081085205,6.382455825805664
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00167,1,-4.415179252624512,2.635579824447632
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00017,0,14.603758811950684,6.977115154266357
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00016,0,-3.4025936126708984,0.7679445147514343
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00206,1,6.478907108306885,2.3175015449523926
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00129,0,16.74637222290039,2.1662325859069824
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00146,1,-2.1014621257781982,1.4484431743621826
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00013,0,11.275825500488281,7.176347255706787
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00195,1,-4.911932468414307,2.4372951984405518
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00189,1,11.16447639465332,7.400132656097412
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00133,0,15.167641639709473,1.0468807220458984
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00032,0,7.643839359283447,9.145427703857422
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00138,1,9.536715507507324,7.7030134201049805
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00252,1,10.125077247619629,1.726396083831787
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00038,0,15.52631664276123,3.2514421939849854
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00042,0,14.740899085998535,4.341197967529297
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00225,1,8.299824714660645,7.6379499435424805
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00130,0,-4.703347682952881,2.2577805519104004
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00233,1,14.388919830322266,4.8648576736450195
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00259,1,-4.568793296813965,1.7049071788787842
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00058,0,12.94545841217041,-1.2618743181228638
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00113,0,14.959415435791016,4.848818778991699
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00203,1,10.195564270019531,2.2835254669189453
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00205,1,7.305505752563477,9.403423309326172
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00257,1,3.63637113571167,4.975554943084717
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00202,1,14.481623649597168,7.05083703994751
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00053,0,3.5893971920013428,1.7050684690475464
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00081,0,3.934417247772217,5.035512924194336
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00049,0,8.734672546386719,8.618556022644043
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00078,0,11.436614036560059,-0.1632811427116394
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00172,1,-5.222939491271973,2.376197099685669
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00131,0,4.911601543426514,6.091811656951904
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00021,0,-3.765477418899536,0.4763653874397278
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00204,1,-4.612124919891357,1.9594171047210693
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00246,1,11.21863842010498,2.6673383712768555
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00036,0,9.018814086914062,6.765180587768555
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00238,1,14.383485794067383,7.220383167266846
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00213,1,8.603983879089355,-0.9655748009681702
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00249,1,17.037736892700195,4.5103840827941895
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00057,0,10.381875038146973,4.0289530754089355
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00011,0,9.864594459533691,8.837554931640625
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00159,1,-3.32877516746521,2.619854211807251
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00093,0,15.655803680419922,1.2409738302230835
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00086,0,6.790499687194824,8.177456855773926
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00124,0,12.539283752441406,-0.706016480922699
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00253,1,15.28122329711914,2.6076741218566895
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00024,0,10.891365051269531,8.770215034484863
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00169,1,4.653365612030029,4.7211151123046875
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00218,1,7.138509273529053,8.820549011230469
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00161,1,9.030569076538086,8.3232421875
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00239,1,6.354369640350342,1.824231743812561
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00230,1,7.552883148193359,8.981698989868164
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00031,0,16.484424591064453,1.9201552867889404
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00144,1,11.218097686767578,2.776219606399536
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00112,0,4.2987213134765625,1.809190034866333
selfregulationscp1,1,umap,t3_rebasis,selfregulationscp1_train_n00044,0,10.913192749023438,8.72677993774414
